points,region_1,variety,price_bins
85,California,Rosé,$15-30
85,Sonoma County,Syrah,<$15
85,Russian River Valley,Chardonnay,$15-30
99,Columbia Valley (WA),Cabernet Sauvignon,100-500
99,Sonoma Coast,Pinot Noir,$60-100
98,Columbia Valley (WA),Bordeaux-style Red Blend,$30-60
97,Napa Valley,Cabernet Sauvignon,100-500
97,Russian River Valley,Pinot Noir,$60-100
96,Oakville,Cabernet Sauvignon,100-500
96,Russian River Valley,Pinot Noir,$60-100
95,Russian River Valley,Pinot Noir,$30-60
95,Red Mountain,Syrah,$30-60
95,Sonoma Valley,Chardonnay,$60-100
88,Russian River Valley,Chardonnay,$15-30
88,Finger Lakes,Syrah,$30-60
88,Oakville,Chardonnay,$30-60
88,Finger Lakes,Riesling,$15-30
88,Columbia Valley (WA),Red Blend,$15-30
88,California,Pinot Noir,<$15
88,Anderson Valley,Chardonnay,$30-60
88,Columbia Gorge (WA),Riesling,$15-30
88,Columbia Valley (WA),Cabernet Franc,$15-30
87,North Fork of Long Island,Riesling,$15-30
87,Sonoma Coast,Chardonnay,<$15
87,Columbia Valley (WA),Chardonnay,$15-30
87,Walla Walla Valley (WA),Albariño,$15-30
85,Virginia,White Blend,$15-30
85,America,Chardonnay,$15-30
85,Middleburg,Muskat Ottonel,$15-30
85,California,Pinot Noir,<$15
85,Napa Valley,Chardonnay,$15-30
85,North Coast,Red Blend,<$15
85,California,Chardonnay,<$15
85,California,Cabernet Sauvignon,<$15
85,Sonoma County,Red Blend,$15-30
85,Willamette Valley,Pinot Gris,$15-30
85,Southern Oregon,Claret,$15-30
85,Rogue Valley,Claret,$30-60
85,Umpqua Valley,Cabernet Sauvignon,$15-30
85,California,Chardonnay,<$15
85,California,Cabernet Sauvignon,<$15
85,Southern Oregon,Merlot,$15-30
90,Applegate Valley,Syrah,$60-100
90,Santa Ynez Valley,Marsanne,$15-30
90,Santa Maria Valley,Pinot Noir,$30-60
90,Santa Maria Valley,Chardonnay,$15-30
90,Livermore Valley,Cabernet Franc,$15-30
90,Willamette Valley,Pinot Gris,$15-30
90,Umpqua Valley,Sauvignon Blanc,$15-30
90,Napa Valley,Cabernet Sauvignon,100-500
90,Edna Valley,Grenache,$30-60
90,Santa Maria Valley,White Blend,$15-30
90,Santa Barbara County,Grenache Blanc,$15-30
90,California,Cabernet Sauvignon,<$15
86,Sonoma County,Fumé Blanc,<$15
86,Finger Lakes,Chardonnay,<$15
86,San Benito County,Viognier,$15-30
85,Carneros,Chardonnay,$15-30
85,Lodi,Pinot Grigio,<$15
85,Pennsylvania,Pinot Noir,$15-30
85,New York,Chardonnay,$15-30
92,San Luis Obispo County,Pinot Noir,$30-60
92,Santa Cruz Mountains,Chardonnay,$15-30
92,Washington,Chardonnay,$30-60
92,Columbia Valley (WA),Rhône-style Red Blend,$15-30
92,Walla Walla Valley (WA),Syrah,$30-60
92,Columbia Valley (WA),Syrah,$30-60
92,Monterey County,Chardonnay,$15-30
92,Arroyo Seco,Syrah,$15-30
92,Columbia Gorge (WA),Pinot Noir,$30-60
92,Alexander Valley,Zinfandel,$30-60
92,Livermore Valley,Chardonnay,$15-30
84,Washington,Riesling,<$15
84,Ancient Lakes,Rhône-style Red Blend,$15-30
84,Cayuga Lake,Riesling,$15-30
84,Napa Valley,Malbec,$30-60
84,Seneca Lake,Riesling,$15-30
84,Ancient Lakes,Rosé,$15-30
84,California,Red Blend,<$15
84,Knights Valley,Meritage,$15-30
91,Columbia Valley (WA),Rhône-style Red Blend,$30-60
91,Idaho,Riesling,$15-30
91,Santa Lucia Highlands,Pinot Noir,$30-60
91,San Luis Obispo County,Pinot Noir,$30-60
91,Sonoma Coast,Chardonnay,$30-60
91,Santa Lucia Highlands,Pinot Noir,$30-60
91,Walla Walla Valley (WA),Syrah,$15-30
91,Carneros,Chardonnay,$15-30
91,Russian River Valley,Pinot Noir,$30-60
91,Red Mountain,Mourvèdre,$30-60
85,Central Coast,Chardonnay,$15-30
85,Central Coast,Chardonnay,<$15
85,California,Pinot Noir,<$15
85,Sonoma County,Pinot Noir,$15-30
84,Central Coast,Cabernet Sauvignon,$15-30
84,Napa Valley,Chardonnay,$30-60
84,Willamette Valley,Pinot Noir,<$15
84,Sonoma County,Cabernet Sauvignon,$30-60
84,California,Red Blend,<$15
84,California,Sauvignon Blanc,$15-30
84,Leelanau Peninsula,Riesling,$15-30
84,Napa Valley,Cabernet Sauvignon,$30-60
84,Napa Valley,Cabernet Sauvignon,$30-60
84,Alexander Valley,Cabernet Sauvignon,$30-60
84,Lodi,Red Blend,<$15
83,Napa Valley,Sauvignon Blanc,$15-30
83,Anderson Valley,Zinfandel,$30-60
83,Outer Coastal Plain,Chardonnay,$15-30
83,Rogue Valley,Syrah,$15-30
83,Napa Valley,Cabernet Sauvignon,$30-60
83,Oregon,G-S-M,$15-30
94,Napa Valley,Cabernet Sauvignon,100-500
93,Wahluke Slope,Cabernet Sauvignon,$15-30
93,Calaveras County,Syrah-Viognier,$30-60
93,Horse Heaven Hills,Red Blend,$60-100
93,Yakima Valley,Rhône-style Red Blend,$30-60
93,Sonoma-Napa,Sparkling Blend,$30-60
93,Columbia Valley (WA),Red Blend,$30-60
93,Columbia Valley (WA),Syrah,$15-30
93,Carneros,Chardonnay,$30-60
93,Napa Valley,Cabernet Sauvignon,$30-60
93,Columbia Valley (WA),Red Blend,$15-30
89,Russian River Valley,Chardonnay,$30-60
89,Willamette Valley,Chardonnay,$15-30
89,Willamette Valley,Pinot Gris,$15-30
89,Napa Valley,Cabernet Sauvignon,$30-60
88,Alexander Valley,Chardonnay,<$15
87,Paso Robles,Grenache Blanc,$15-30
87,Yakima Valley,Riesling,<$15
87,Santa Barbara,Syrah,$30-60
87,Wahluke Slope,Tempranillo,$15-30
87,Happy Canyon of Santa Barbara,Bordeaux-style Red Blend,$30-60
87,Walla Walla Valley (WA),Merlot,$15-30
87,Central Coast,Cabernet Sauvignon,<$15
87,Napa Valley,Cabernet Sauvignon,$30-60
87,Columbia Valley (WA),Chardonnay,<$15
87,Washington,Merlot,$30-60
87,Oakville,Chardonnay,$15-30
87,Santa Ynez Valley,Cabernet Sauvignon,$60-100
87,Dry Creek Valley,Zinfandel,$30-60
87,Walla Walla Valley (WA),Red Blend,$15-30
86,Arroyo Grande Valley,Pinot Noir,$30-60
86,Columbia Valley (WA),Bordeaux-style Red Blend,<$15
86,Napa Valley,Sauvignon Blanc,$15-30
86,Walla Walla Valley (WA),Bordeaux-style Red Blend,$30-60
86,Santa Maria Valley,Chardonnay,$15-30
88,Napa Valley,Merlot,$30-60
88,Virginia,White Blend,$30-60
88,Carneros,Pinot Noir,$30-60
88,Oakville,Cabernet Franc,$30-60
88,Willamette Valley,Pinot Noir,$30-60
88,Applegate Valley,Marsanne-Roussanne,$15-30
88,Dundee Hills,Pinot Noir,$30-60
88,Santa Lucia Highlands,Chardonnay,$30-60
88,Santa Lucia Highlands,Pinot Noir,$15-30
88,Virginia,Chardonnay,$15-30
88,Carneros,Pinot Noir,$30-60
88,Paso Robles,Rhône-style Red Blend,$15-30
85,Willamette Valley,Chardonnay,$15-30
84,Virginia's Eastern Shore,Chardonnay,$15-30
84,Russian River Valley,Chardonnay,$15-30
84,Willamette Valley,Pinot Noir,$15-30
84,Oregon,Pinot Noir,$15-30
84,California,Red Blend,<$15
84,Central Coast,Pinot Noir,<$15
87,California,Red Blend,$15-30
87,Russian River Valley,Pinot Noir,$30-60
87,Santa Barbara County,Petite Sirah,$15-30
87,Applegate Valley,Cabernet Sauvignon,$30-60
87,Eola-Amity Hills,Chardonnay,$30-60
87,Russian River Valley,Pinot Noir,$15-30
87,Alexander Valley,Cabernet Sauvignon,$30-60
87,Paso Robles,Rhône-style Red Blend,$30-60
92,Paso Robles,Syrah,$15-30
92,Rutherford,Cabernet Sauvignon,$30-60
92,Rutherford,Cabernet Sauvignon,$30-60
91,Napa Valley,Sauvignon Blanc,$15-30
91,Russian River Valley,Pinot Noir,$30-60
90,Green Valley,Gewürztraminer,$15-30
90,Calaveras County,Rhône-style Red Blend,$30-60
90,Napa Valley,Cabernet Sauvignon,$60-100
90,Walla Walla Valley (WA),Cabernet Sauvignon,$30-60
90,Sonoma County,Cabernet Sauvignon,$30-60
90,Sta. Rita Hills,Pinot Noir,$30-60
90,Columbia Valley (WA),Red Blend,$15-30
90,Washington,Syrah,$30-60
90,Russian River Valley,Chardonnay,$15-30
90,Sonoma Coast,Pinot Noir,$30-60
90,Napa Valley,Cabernet Sauvignon,$30-60
90,Calaveras County,Petite Sirah,$15-30
90,Sta. Rita Hills,Pinot Noir,$30-60
90,Napa Valley,Sauvignon Blanc,$15-30
90,Dry Creek Valley,Grenache,$15-30
90,Walla Walla Valley (WA),Red Blend,$15-30
87,Central Coast,Chardonnay,<$15
87,Amador County,Zinfandel,$15-30
87,San Luis Obispo County,Pinot Noir,$15-30
87,Santa Maria Valley,Chardonnay,$15-30
87,El Dorado,Cabernet Franc,$15-30
87,Livermore Valley,Pinot Noir,$15-30
87,Columbia Valley (OR),Red Blend,$15-30
88,Santa Ynez Valley,Merlot,$15-30
88,Columbia Valley (WA),Riesling,$15-30
88,Horse Heaven Hills,Red Blend,$15-30
88,Amador County,Barbera,$15-30
88,North Fork of Long Island,Cabernet Franc,$15-30
88,Paso Robles,Bordeaux-style Red Blend,$60-100
88,California,Chardonnay,<$15
88,Oak Knoll District,Merlot,$15-30
88,Red Mountain,Merlot,$30-60
88,Russian River Valley,Chardonnay,$30-60
84,Amador County,Zinfandel,$30-60
84,Columbia Valley (WA),Barbera,$15-30
84,Rogue Valley,Carmenère,$15-30
84,California,Pinot Grigio,<$15
84,California,Merlot,<$15
84,Yakima Valley,Viognier,$15-30
84,California,Riesling,$15-30
84,Willamette Valley,Pinot Noir,$60-100
90,Finger Lakes,Riesling,$15-30
90,Finger Lakes,Riesling,$15-30
90,Dry Creek Valley,Rosé,$15-30
90,Russian River Valley,Chardonnay,$15-30
90,Sierra Foothills,Vermentino,$15-30
90,Columbia Valley (WA),Sauvignon Blanc,$30-60
90,Lake County,Muscat,$30-60
90,Napa Valley,Rosé,$30-60
90,Russian River Valley,Pinot Noir,$30-60
90,El Dorado,Bordeaux-style Red Blend,$15-30
89,Walla Walla Valley (WA),Sangiovese,$60-100
89,Clarksburg,Chenin Blanc,<$15
89,North Fork of Long Island,Rosé,<$15
89,Mendocino,Cabernet Sauvignon,$15-30
89,Santa Barbara County,Chardonnay,$15-30
89,Paso Robles,Syrah,$30-60
89,Paso Robles,Cabernet Sauvignon,$30-60
89,Horse Heaven Hills,Rosé,$15-30
88,Dry Creek Valley,Sauvignon Blanc,$15-30
88,Yolo County,Teroldego,$15-30
88,Santa Ynez Valley,Petit Verdot,$15-30
88,Rutherford,Cabernet Sauvignon,$60-100
88,Santa Cruz Mountains,Pinot Noir,$60-100
88,Paso Robles,Petite Sirah,$30-60
88,Columbia Valley (WA),Red Blend,<$15
88,Columbia Valley (WA),Moscato,<$15
88,Paso Robles Willow Creek District,Rhône-style Red Blend,$30-60
88,Napa Valley,Malbec,$60-100
88,Arroyo Seco,Sangiovese,$30-60
88,Alexander Valley,Zinfandel,$30-60
88,Santa Clara Valley,Chardonnay,$15-30
88,Santa Barbara County,Viognier,$15-30
88,Monterey County,Pinot Noir,<$15
88,Columbia Valley (WA),Merlot,<$15
88,Finger Lakes,Cabernet Sauvignon,<$15
94,Sonoma Coast,Pinot Noir,$30-60
94,Santa Maria Valley,Pinot Noir,$60-100
94,Santa Lucia Highlands,Pinot Noir,$30-60
94,Sta. Rita Hills,Pinot Noir,$30-60
94,Anderson Valley,Pinot Noir,$30-60
94,Sta. Rita Hills,Pinot Noir,$30-60
94,Russian River Valley,Chardonnay,$30-60
94,Carneros,Pinot Noir,$30-60
87,Napa Valley,Cabernet Sauvignon,$15-30
87,Alexander Valley,Cabernet Sauvignon,$60-100
87,Napa Valley,Cabernet Sauvignon,$15-30
87,Napa Valley,Cabernet Sauvignon,$15-30
87,Red Hills Lake County,Cabernet Sauvignon,$15-30
87,Sonoma Valley,Zinfandel,$30-60
87,San Luis Obispo County,Pinot Noir,$15-30
87,Dry Creek Valley,Zinfandel,$30-60
87,Sonoma County,Chardonnay,$15-30
87,Alexander Valley,Meritage,<$15
85,Sonoma County,Sauvignon Blanc,$15-30
85,Sonoma County,Red Blend,$15-30
85,Napa Valley,Zinfandel,$15-30
85,Willamette Valley,Viognier,$15-30
85,Umpqua Valley,Chardonnay,<$15
85,Napa Valley,Cabernet Sauvignon,$15-30
84,Santa Clara Valley,Sauvignon Blanc,$15-30
84,California,Red Blend,$15-30
90,Russian River Valley,Syrah,$30-60
90,Horse Heaven Hills,Red Blend,$30-60
90,Howell Mountain,Cabernet Sauvignon,$60-100
90,Columbia Valley (WA),Chardonnay,$15-30
90,Mount Veeder,Syrah,<$15
90,Napa Valley,Merlot,$15-30
90,Rutherford,Cabernet Sauvignon,$15-30
85,California,White Blend,<$15
85,Washington,Sauvignon Blanc,<$15
85,California,Cabernet Sauvignon,<$15
85,California,Chardonnay,<$15
85,Seneca Lake,Riesling,$15-30
85,South Coast,Syrah,$30-60
85,Washington,Gewürztraminer,<$15
85,Russian River Valley,Chardonnay,<$15
85,California,Chardonnay,<$15
85,Columbia Valley (WA),Merlot,<$15
85,Lake Erie,Traminette,$15-30
85,California,Chardonnay,<$15
85,Potter Valley,Pinot Gris,<$15
85,Potter Valley,Chardonnay,<$15
85,California,Pinot Noir,$15-30
85,Horse Heaven Hills,Merlot,<$15
88,Mendocino County,Zinfandel,$15-30
88,Monticello,Merlot,$30-60
88,Sonoma County-Napa County,Chardonnay,<$15
88,Sonoma County,Pinot Noir,$15-30
88,Sonoma Valley,Syrah,$30-60
88,Contra Costa County,Zinfandel,<$15
88,Santa Barbara County,Grüner Veltliner,$15-30
88,Mount Veeder,Cabernet Sauvignon,$60-100
88,Columbia Valley (WA),Malbec,$15-30
88,Columbia Valley (WA),Cabernet Sauvignon,$30-60
88,Columbia Valley (WA),Riesling,<$15
88,Columbia Valley (WA),Bordeaux-style Red Blend,$30-60
88,Yakima Valley,Chardonnay,<$15
87,Virginia,Chambourcin,$15-30
87,America,Sparkling Blend,$15-30
87,Amador County,Zinfandel,$15-30
87,Chehalem Mountains,Pinot Noir,$15-30
87,Eola-Amity Hills,Pinot Noir,$15-30
87,Rogue Valley,Rhône-style White Blend,$15-30
87,Russian River Valley,Chardonnay,$15-30
87,Sonoma County,Chardonnay,$15-30
87,America,Sparkling Blend,$15-30
85,North Coast,Chardonnay,<$15
85,Paso Robles,Rhône-style White Blend,$15-30
85,Sonoma Valley,Cabernet Sauvignon,$15-30
85,Sonoma County,Cabernet Sauvignon,$15-30
85,Dundee Hills,Pinot Blanc,$15-30
85,Sonoma Mountain,Rosé,$15-30
85,Chehalem Mountains,Pinot Noir,$30-60
85,Chehalem Mountains,Pinot Gris,<$15
85,California,Pinot Noir,<$15
85,Virginia,Viognier,$15-30
90,Carneros,Pinot Noir,$30-60
90,Arroyo Seco,Sauvignon Blanc,<$15
90,Napa Valley,Cabernet Sauvignon,$30-60
90,Dundee Hills,Pinot Noir,$30-60
90,Sonoma County,Pinot Noir,$60-100
90,Sonoma County,Zinfandel,<$15
90,Finger Lakes,Riesling,<$15
90,Alexander Valley,Cabernet Sauvignon,$30-60
90,Paso Robles,G-S-M,$30-60
90,Columbia Valley (WA),Bordeaux-style Red Blend,$30-60
90,Yakima Valley,Syrah,$15-30
90,Horse Heaven Hills,Merlot,$15-30
90,Mendocino,Chardonnay,$30-60
90,Sierra Foothills,Meritage,$30-60
90,California,White Blend,$15-30
90,Chalk Hill,Sémillon,$30-60
90,Lodi,Viognier,<$15
90,New York,Bordeaux-style Red Blend,$15-30
90,California,Pinot Noir,<$15
90,Paso Robles,Zinfandel,$30-60
90,Livermore Valley,Cabernet Sauvignon,$30-60
90,Arroyo Seco,Zinfandel,$30-60
88,Napa Valley,Cabernet Sauvignon,$30-60
88,Santa Ynez Valley,G-S-M,$30-60
88,Sonoma Mountain,Chardonnay,$30-60
88,Paso Robles,Red Blend,$30-60
88,Columbia Valley (WA),Riesling,<$15
88,Yakima Valley,Merlot,$15-30
88,Yakima Valley,Red Blend,$15-30
88,Columbia Valley (WA),Riesling,<$15
88,Columbia Valley (WA),Red Blend,<$15
88,Wahluke Slope,Cabernet Franc,$30-60
88,Santa Barbara County,Chardonnay,<$15
88,Napa Valley,Red Blend,$30-60
88,Paso Robles,Barbera,$30-60
88,Finger Lakes,Riesling,$15-30
88,Columbia Valley (WA),Syrah,$15-30
88,Napa Valley,Cabernet Sauvignon,$60-100
88,Santa Ynez Valley,Syrah,$30-60
88,Paso Robles,Rhône-style Red Blend,$30-60
95,Russian River Valley,Chardonnay,$60-100
95,Willamette Valley,Riesling,$30-60
94,Russian River Valley,Chardonnay,$30-60
89,Sonoma County,Merlot,$15-30
89,Napa Valley,Red Blend,$60-100
89,Monterey,Riesling,<$15
89,Santa Barbara County,Syrah,$15-30
89,Napa Valley,Red Blend,$15-30
89,Mendocino,Chardonnay,$15-30
89,Santa Cruz Mountains,Chardonnay,$15-30
89,Finger Lakes,Riesling,$15-30
89,Paso Robles,Petite Sirah,$30-60
89,California,Chardonnay,$15-30
89,Central Coast,Rhône-style White Blend,$15-30
89,Spring Mountain District,Pinot Noir,$30-60
89,Yountville,Cabernet Sauvignon,$30-60
89,Sta. Rita Hills,Pinot Noir,$30-60
89,Santa Clara Valley,Merlot,$15-30
89,Livermore Valley,Rosé,$15-30
89,Napa Valley,Cabernet Sauvignon,$60-100
89,Paso Robles,Rhône-style White Blend,$15-30
89,Paso Robles,Red Blend,$15-30
89,Edna Valley,Grüner Veltliner,$15-30
89,Red Mountain,Bordeaux-style Red Blend,$30-60
89,Columbia Valley (WA),Cabernet Sauvignon,$30-60
89,Columbia Valley (WA),Malbec,$15-30
89,Columbia Valley (WA),Red Blend,$15-30
89,Horse Heaven Hills,Rhône-style Red Blend,$15-30
89,Walla Walla Valley (WA),Sémillon,$15-30
89,Walla Walla Valley (WA),Malbec,$15-30
89,Santa Cruz Mountains,Merlot,$30-60
89,Columbia Valley (WA),Bordeaux-style Red Blend,$30-60
89,Horse Heaven Hills,Malbec,$30-60
89,Walla Walla Valley (WA),Syrah,$30-60
89,Yakima Valley,Syrah,$30-60
89,Yakima Valley,Marsanne-Viognier,$30-60
89,Walla Walla Valley (WA),Syrah,$30-60
89,Snipes Mountain,Touriga Nacional,$30-60
89,Carneros,Pinot Noir,$30-60
90,Columbia Valley (WA),Malbec,$30-60
90,Columbia Valley (WA),Merlot,$15-30
90,Green Valley,Chardonnay,$15-30
90,Sierra Foothills,Rosé,$15-30
90,Napa Valley,Pinot Noir,$30-60
90,Alexander Valley,Cabernet Sauvignon,$30-60
90,Columbia Valley (WA),Syrah,$15-30
90,Columbia Valley (WA),Syrah,$15-30
90,Napa Valley,Sauvignon Blanc,$15-30
90,Columbia Valley (WA),Syrah-Cabernet Sauvignon,$30-60
90,Columbia Valley (WA),Sauvignon Blanc,<$15
83,New Jersey,Riesling,<$15
82,California,Cabernet Sauvignon,<$15
82,Lodi,Viognier,<$15
82,California,Pinot Grigio,<$15
82,Edna Valley,Chardonnay,$15-30
82,Sonoma County,Sangiovese,$30-60
82,Alexander Valley,Zinfandel,$15-30
82,California,Chardonnay,<$15
82,Willamette Valley,Pinot Gris,<$15
82,Amador County,Zinfandel,$15-30
82,California,Zinfandel,<$15
90,Alexander Valley,Petite Sirah,$15-30
89,Temecula Valley,Syrah,$30-60
89,Central Coast,Chardonnay,<$15
89,Hudson River Region,Pinot Noir,$15-30
89,Wahluke Slope,Cabernet Franc,$15-30
89,Yakima Valley,Merlot,$30-60
89,Columbia Valley (WA),Syrah,$15-30
90,Howell Mountain,Zinfandel,$30-60
90,Columbia Valley (WA),Bordeaux-style Red Blend,$30-60
90,Columbia Valley (WA),Chardonnay,$15-30
90,Yountville,Sparkling Blend,$30-60
90,Napa Valley,Cabernet Franc,$30-60
90,Spring Mountain District,Cabernet Sauvignon,$60-100
90,Russian River Valley,Pinot Noir,$30-60
90,Columbia Valley (WA),Cabernet Sauvignon,$30-60
90,Sonoma Coast,Pinot Noir,$30-60
90,Columbia Valley (WA),Sémillon,<$15
90,Walla Walla Valley (WA),Semillon-Sauvignon Blanc,$15-30
90,Sta. Rita Hills,Chardonnay,$30-60
90,Mendocino Ridge,Pinot Noir,$30-60
90,Horse Heaven Hills,Cabernet Sauvignon,$15-30
90,Spring Mountain District,Cabernet Sauvignon,$60-100
90,Carneros,Sparkling Blend,$30-60
90,Stags Leap District,Cabernet Sauvignon,100-500
87,Santa Maria Valley,Pinot Noir,$15-30
87,Redwood Valley,Fumé Blanc,<$15
87,Russian River Valley,Pinot Noir,<$15
87,Sonoma Valley,Cabernet Sauvignon,$60-100
87,Napa Valley,Semillon-Sauvignon Blanc,$15-30
87,Santa Barbara County,Pinot Noir,$30-60
87,Edna Valley,Pinot Noir,$15-30
87,Green Valley,Pinot Noir,<$15
87,Central Coast,Pinot Noir,$30-60
87,Santa Lucia Highlands,Pinot Noir,$30-60
87,Russian River Valley,Pinot Gris,$15-30
86,Lodi,Chardonnay,<$15
86,Cucamonga Valley,Zinfandel,$15-30
86,Lodi,Chardonnay,<$15
86,Calistoga,Cabernet Franc,$60-100
86,California,Merlot,<$15
86,Napa Valley,Sauvignon Blanc,$15-30
86,California,Cabernet Sauvignon,$15-30
84,California,Chardonnay,<$15
84,Shenandoah Valley (CA),Garnacha,$15-30
84,Sonoma County,Chardonnay,<$15
84,Anderson Valley,Pinot Noir,$30-60
84,Lodi,Cabernet Sauvignon,$15-30
84,California,Cabernet Sauvignon,<$15
84,Paso Robles,Cabernet Sauvignon,$15-30
84,Russian River Valley,Chardonnay,$15-30
83,California,Cabernet Sauvignon,$15-30
83,Monterey,Chardonnay,$15-30
83,Monterey,Pinot Noir,$15-30
84,Napa Valley,Red Blend,$30-60
84,Carneros,Pinot Noir,$15-30
84,Carneros,Pinot Noir,<$15
84,California,White Blend,<$15
84,Dunnigan Hills,Chardonnay,<$15
84,California,Red Blend,$15-30
84,California,Chardonnay,$15-30
84,Paso Robles,Bordeaux-style Red Blend,$15-30
84,Paso Robles,Zinfandel,$15-30
84,Anderson Valley,Pinot Noir,$30-60
84,Dry Creek Valley,Zinfandel,$15-30
84,California,Red Blend,<$15
84,Central Coast,Pinot Noir,$15-30
84,California,White Blend,<$15
87,Seneca Lake,Sparkling Blend,$15-30
87,Horse Heaven Hills,Syrah,$30-60
87,Oakville,Merlot,<$15
87,Columbia Valley (WA),Chardonnay,<$15
87,Yakima Valley,Malbec,$15-30
87,Oakville,Zinfandel,$15-30
86,Columbia Valley (WA),Tempranillo,$15-30
86,Columbia Valley (WA),Red Blend,<$15
86,Amador County,Rosé,$15-30
86,Calistoga,Merlot,$30-60
86,Columbia Valley (WA),Rosé,<$15
88,Knights Valley,Merlot,$15-30
88,Washington,Cabernet Sauvignon,<$15
88,California,Cabernet Sauvignon,$15-30
88,California,Chardonnay,<$15
88,Columbia Valley (WA),Viognier,$15-30
88,North Coast,Red Blend,$15-30
88,Finger Lakes,Cabernet Franc,$15-30
88,Santa Lucia Highlands,Pinot Noir,$30-60
88,Central Coast,Grenache,$30-60
88,Wahluke Slope,Grenache,$30-60
88,Idaho,Riesling,<$15
88,Dry Creek Valley,Merlot,$15-30
91,Dundee Hills,Pinot Noir,$15-30
91,Paso Robles,Bordeaux-style Red Blend,$30-60
91,Sta. Rita Hills,Pinot Noir,$30-60
91,Paso Robles,Cabernet Sauvignon,$30-60
91,Sonoma Coast,Pinot Noir,$15-30
91,Sonoma Mountain,Pinot Meunier,$30-60
91,Calistoga,Petite Sirah,$30-60
91,Willamette Valley,Pinot Noir,$30-60
91,Columbia Valley (WA),Merlot,$15-30
91,Paso Robles,Petite Sirah,$30-60
91,Fiddletown,Viognier,$15-30
91,Napa Valley,Bordeaux-style Red Blend,$60-100
91,Sta. Rita Hills,Pinot Noir,$30-60
91,Santa Ynez Valley,Pinot Noir,$30-60
91,Paso Robles,Grenache-Syrah,$30-60
91,Paso Robles,G-S-M,$30-60
91,Anderson Valley,Pinot Noir,$30-60
91,Columbia Valley (WA),Grenache,$30-60
86,Oregon,Pinot Noir,<$15
86,Santa Cruz Mountains,Sparkling Blend,$30-60
86,Rogue Valley,Pinot Noir,$30-60
86,Russian River Valley,Pinot Noir,$30-60
86,Sonoma Coast,Pinot Noir,$15-30
84,Augusta,Seyval Blanc,<$15
84,Dry Creek Valley,Syrah,$30-60
84,Dry Creek Valley,Bordeaux-style Red Blend,$30-60
84,Mendocino,Cabernet Sauvignon,$15-30
84,Texas,Muscat Canelli,<$15
84,New Mexico,Dolcetto,$30-60
84,Lodi,Chardonnay,<$15
84,Alexander Valley,Red Blend,$15-30
84,Nevada,Zinfandel,$60-100
84,Amador County,Viognier,$15-30
84,Sierra Foothills,Rhône-style Red Blend,$15-30
84,Virginia,Sangiovese,$15-30
84,North Fork of Long Island,Sauvignon Blanc,$15-30
84,Columbia Valley (WA),Syrah,<$15
84,Shenandoah Valley (CA),Barbera,$15-30
84,Wahluke Slope,Cabernet Franc,$30-60
84,Finger Lakes,Cabernet Sauvignon,$15-30
84,Finger Lakes,Riesling,$15-30
83,Wahluke Slope,Malbec,$15-30
86,Willamette Valley,Pinot Noir,$15-30
86,Dundee Hills,Pinot Noir,$30-60
86,California,Cabernet Sauvignon,<$15
86,Sonoma County,Merlot,$15-30
86,Sonoma County,Syrah,<$15
86,Bennett Valley,Chardonnay,$15-30
85,Dundee Hills,Pinot Noir,$60-100
85,Paso Robles,Zinfandel,$15-30
85,Sierra Foothills,Barbera,$30-60
85,Paso Robles,Rhône-style Red Blend,$30-60
85,Monticello,Merlot,$15-30
85,Sonoma County,Cabernet Sauvignon,<$15
91,Russian River Valley,Pinot Noir,$15-30
91,Livermore Valley,Red Blend,$15-30
91,Red Hills Lake County,Red Blend,$30-60
91,Paso Robles,Zinfandel,$15-30
91,Willamette Valley,Rosé,$15-30
91,Napa Valley,Zinfandel,$30-60
91,Russian River Valley,Pinot Noir,$30-60
91,North Coast,Chardonnay,$30-60
91,Paso Robles,Cabernet Sauvignon,$30-60
93,Napa Valley,Bordeaux-style Red Blend,$60-100
93,Columbia Valley (WA),Bordeaux-style Red Blend,$30-60
